vendor_id,city,zone_type,vendor_age_years,years_in_business,food_category,license_status,avg_daily_revenue_inr,avg_daily_customers,monthly_stall_rent_inr,num_helpers,hours_open_per_day,competition_within_100m,monthly_health_inspection_score,had_fine_last_year,avg_monthly_rainfall_mm,season_of_observation,has_online_presence,customer_complaint_rate,vendor_survived
VSF-00156,Lucknow,Residential,43.0,6.16,Seafood,Licensed,522.21,26.0,3999.65,0,11.43,7.0,78.33,1.0,38.95,Winter,0.0,0.3,0
VSF-00157,Lucknow,Industrial,31.0,7.14,Rolls & Wraps,Unlicensed,984.4,22.0,4899.0,1,10.2,6.0,,1.0,31.94,Winter,0.0,0.14,1
VSF-00158,Hyderabad,Industrial,27.0,7.29,Beverages,Licensed,741.61,40.0,,1,10.65,5.0,56.64,0.0,44.27,Post-Monsoon,0.0,0.26,0
VSF-00159,Hyderabad,Residential,50.0,28.0,Seafood,Licensed,1256.21,60.0,6821.93,4,10.26,1.0,58.57,0.0,76.47,Summer,0.0,0.02,1
VSF-00160,Delhi,Tourist Spot,40.0,23.36,Seafood,Unlicensed,1754.13,98.0,0.0,0,10.41,4.0,,0.0,107.96,Summer,0.0,,0
VSF-00161,Lucknow,Industrial,39.0,14.13,Fast Food,Licensed,1481.43,96.0,1210.42,0,10.07,5.0,,1.0,38.98,Summer,0.0,0.02,0
VSF-00162,Lucknow,Commercial,42.0,,Chinese,Unlicensed,2845.25,131.0,5644.39,0,11.2,,,1.0,63.16,Post-Monsoon,0.0,0.23,1
VSF-00163,Jaipur,Transit Hub,34.0,12.46,Seafood,Licensed,281.89,10.0,3352.75,0,7.83,11.0,34.75,0.0,5.0,Winter,0.0,0.21,0
VSF-00164,Hyderabad,University Area,55.0,27.75,North Indian,Licensed,827.89,31.0,0.0,0,6.86,2.0,95.0,0.0,126.11,Monsoon,0.0,,0
VSF-00165,Bengaluru,Transit Hub,36.0,5.17,Chaat,Licensed,1893.78,91.0,5979.59,0,7.25,13.0,,1.0,87.04,Winter,0.0,,1
VSF-00166,Lucknow,University Area,,4.5,Fast Food,Licensed,1955.72,123.0,2676.76,0,6.84,3.0,32.49,1.0,25.74,Summer,0.0,0.22,0
VSF-00167,Hyderabad,Transit Hub,32.0,10.34,Rolls & Wraps,,2580.89,132.0,3805.16,0,,10.0,,0.0,56.24,Winter,0.0,,0
VSF-00168,Bengaluru,Residential,48.0,21.68,Chinese,Licensed,1444.46,74.0,1299.02,0,12.96,0.0,23.97,0.0,169.18,Monsoon,0.0,0.17,0
VSF-00169,Delhi,Tourist Spot,45.0,18.5,Grilled & BBQ,Unlicensed,804.49,37.0,6942.52,3,,2.0,,1.0,169.59,Monsoon,0.0,0.13,0
VSF-00170,Mumbai,Transit Hub,41.0,17.28,Chinese,Unlicensed,1309.9,75.0,2735.77,5,11.63,17.0,,1.0,231.26,Summer,0.0,0.19,0
VSF-00171,Pune,Residential,22.0,4.85,Rolls & Wraps,Expired,1744.66,67.0,3677.54,4,12.01,8.0,,0.0,40.99,Winter,0.0,0.29,0
VSF-00172,Lucknow,Transit Hub,31.0,1.71,Beverages,Unlicensed,1761.13,74.0,7038.45,0,13.26,8.0,84.0,0.0,55.58,Post-Monsoon,0.0,0.04,1
VSF-00173,Jaipur,Residential,26.0,0.92,Chinese,Licensed,2745.31,149.0,7540.37,0,12.14,3.0,79.76,1.0,122.15,Monsoon,0.0,0.15,0
VSF-00174,Bengaluru,Commercial,35.0,16.73,Chinese,Licensed,1394.76,75.0,6268.55,0,10.08,7.0,41.46,1.0,104.68,Summer,0.0,0.07,0
VSF-00175,Kochi,Tourist Spot,46.0,27.74,North Indian,Expired,360.0,11.0,2254.98,0,7.67,0.0,58.23,0.0,294.67,Winter,1.0,0.1,0
VSF-00176,Jaipur,Tourist Spot,33.0,10.81,Chinese,Licensed,1183.23,65.0,2592.63,0,6.98,8.0,,0.0,20.69,Summer,0.0,0.03,0
VSF-00177,Kochi,University Area,49.0,23.75,Rolls & Wraps,Licensed,1834.35,106.0,4282.57,0,12.73,5.0,,0.0,306.22,Winter,0.0,0.17,1
VSF-00178,Mumbai,University Area,44.0,,Seafood,Expired,1372.15,53.0,2351.69,0,12.0,2.0,32.51,1.0,252.27,Post-Monsoon,1.0,0.11,1
VSF-00179,Mumbai,Residential,30.0,1.19,Desserts & Sweets,Pending Renewal,1640.07,88.0,7723.61,1,12.43,5.0,,1.0,239.73,Winter,0.0,0.14,1
VSF-00180,Pune,Transit Hub,43.0,0.97,Grilled & BBQ,Licensed,1061.69,72.0,4586.82,2,7.05,8.0,43.73,0.0,78.09,Summer,0.0,0.02,0
VSF-00181,Mumbai,Transit Hub,55.0,7.67,Desserts & Sweets,Licensed,1825.36,94.0,5375.08,2,13.47,17.0,64.72,0.0,230.4,Post-Monsoon,0.0,0.24,0
VSF-00182,Jaipur,Commercial,39.0,14.35,Fast Food,Licensed,2295.26,122.0,4616.38,0,6.92,10.0,94.39,1.0,75.07,Monsoon,0.0,0.3,1
VSF-00183,Mumbai,Transit Hub,27.0,5.88,Seafood,Licensed,1050.66,44.0,6379.49,1,11.08,16.0,24.37,0.0,314.7,Monsoon,0.0,0.15,1
VSF-00184,Lucknow,Tourist Spot,41.0,18.21,Grilled & BBQ,Licensed,636.82,23.0,0.0,0,7.2,5.0,50.0,0.0,52.64,Post-Monsoon,1.0,0.15,0
VSF-00185,Hyderabad,University Area,36.0,10.8,Chinese,Unlicensed,884.69,18.0,,2,6.55,9.0,37.87,0.0,54.87,Post-Monsoon,0.0,0.07,0
VSF-00186,Pune,Commercial,31.0,1.82,North Indian,Licensed,4086.48,208.0,5668.33,3,12.94,11.0,83.12,1.0,68.04,Post-Monsoon,0.0,0.28,0
VSF-00187,Pune,Commercial,25.0,4.26,Beverages,Unlicensed,872.31,64.0,2529.09,0,7.15,9.0,,1.0,77.4,Summer,0.0,0.17,1
VSF-00188,Lucknow,Commercial,21.0,0.89,South Indian,Unlicensed,1291.01,86.0,6192.79,0,6.5,17.0,53.48,1.0,57.28,Post-Monsoon,0.0,,1
VSF-00189,Pune,Commercial,34.0,13.2,Rolls & Wraps,Licensed,3269.69,166.0,4802.27,1,6.28,5.0,90.0,0.0,67.64,Winter,0.0,0.23,0
VSF-00190,Lucknow,University Area,43.0,16.02,Grilled & BBQ,Licensed,1386.91,58.0,6174.46,2,11.33,5.0,79.45,0.0,34.85,Post-Monsoon,0.0,0.05,0
VSF-00191,Mumbai,Residential,47.0,6.63,Seafood,Licensed,2741.16,146.0,3359.81,2,7.14,6.0,,0.0,321.09,Monsoon,1.0,0.17,0
VSF-00192,Delhi,Industrial,35.0,1.9,Beverages,Licensed,28742.12,400.0,829.56,0,6.31,4.0,90.0,0.0,166.28,Monsoon,0.0,0.26,1
VSF-00193,Mumbai,University Area,44.0,5.38,Fast Food,Licensed,1117.98,48.0,7321.45,4,7.76,9.0,,0.0,255.44,Post-Monsoon,0.0,0.13,1
VSF-00194,Pune,Residential,42.0,21.03,North Indian,Licensed,909.92,40.0,2633.56,5,6.3,1.0,,0.0,131.03,Monsoon,0.0,0.25,0
VSF-00195,Hyderabad,Residential,44.0,22.76,North Indian,Expired,1080.72,62.0,7507.12,0,13.67,4.0,,0.0,53.93,Winter,0.0,0.22,0
VSF-00196,Pune,Transit Hub,25.0,,Desserts & Sweets,,687.12,,2244.55,1,6.61,13.0,60.0,0.0,119.54,Monsoon,0.0,0.06,0
VSF-00197,Lucknow,Transit Hub,21.0,2.8,Chaat,Unlicensed,5646.953106737667,,5700.08,2,13.05,16.0,,0.0,57.05,Summer,0.0,0.27,1
VSF-00198,Jaipur,Transit Hub,40.0,21.13,Fast Food,Licensed,2668.15,118.0,1944.26,0,6.1,16.0,57.35,1.0,36.51,Summer,0.0,,1
VSF-00199,Bengaluru,University Area,35.0,8.15,South Indian,Licensed,2439.59,120.0,0.0,2,7.32,,,0.0,77.43,Post-Monsoon,0.0,0.17,1
VSF-00200,Lucknow,Industrial,44.0,10.65,South Indian,Licensed,3267.79,176.0,1079.36,0,13.07,8.0,45.96,0.0,83.35,Monsoon,0.0,0.07,1
VSF-00201,Jaipur,Industrial,34.0,17.73,Chaat,Licensed,770.82,50.0,7402.12,5,7.73,8.0,49.61,0.0,85.66,Monsoon,0.0,0.24,1
VSF-00202,Hyderabad,Residential,44.0,,Desserts & Sweets,Licensed,766.91,14.0,896.55,0,10.89,0.0,,1.0,62.27,Summer,0.0,0.23,0
VSF-00203,Pune,Commercial,50.0,17.98,North Indian,Unlicensed,,38.0,6012.72,0,7.38,9.0,88.11,0.0,127.57,Monsoon,0.0,0.24,0
VSF-00204,Jaipur,Tourist Spot,28.0,8.97,Chinese,Licensed,1139.14,69.0,2377.23,0,13.08,0.0,,0.0,98.72,Monsoon,0.0,0.1,0
VSF-00205,Delhi,Industrial,31.0,12.21,Desserts & Sweets,Unlicensed,1115.14,33.0,6352.82,0,12.37,8.0,,0.0,112.4,Post-Monsoon,0.0,0.06,0
VSF-00206,Kochi,Tourist Spot,24.0,3.55,Seafood,Expired,1509.39,78.0,0.0,0,11.75,9.0,92.9,0.0,350.0,Monsoon,0.0,0.09,0
VSF-00207,Pune,Industrial,49.0,25.95,Desserts & Sweets,Licensed,2321.43,112.0,2629.02,4,13.7,8.0,,0.0,124.42,Monsoon,0.0,0.03,1
VSF-00208,Pune,Industrial,32.0,9.89,Seafood,Licensed,812.78,56.0,7638.77,0,7.92,5.0,,0.0,78.51,Post-Monsoon,1.0,0.11,0
VSF-00209,Bengaluru,Industrial,34.0,5.12,Desserts & Sweets,Expired,1183.99,54.0,4631.03,0,10.27,5.0,,1.0,63.15,Winter,0.0,0.03,1
VSF-00210,Delhi,Commercial,30.0,6.64,Chinese,Unlicensed,1693.16,76.0,2486.23,0,11.56,6.0,47.99,0.0,94.23,Summer,0.0,0.1,0
VSF-00211,Lucknow,Residential,30.0,12.58,Grilled & BBQ,Unlicensed,513.54,30.0,5739.37,0,7.38,6.0,57.83,0.0,52.07,Winter,0.0,0.14,1
VSF-00212,Pune,Residential,47.0,14.34,South Indian,Unlicensed,824.41,51.0,6869.24,0,10.02,3.0,,0.0,73.03,Post-Monsoon,0.0,0.23,0
VSF-00213,Delhi,Transit Hub,20.0,1.62,Rolls & Wraps,Unlicensed,1291.25,75.0,5485.68,1,7.64,10.0,,0.0,105.93,Post-Monsoon,0.0,0.2,1
VSF-00214,Bengaluru,Industrial,22.0,5.63,Grilled & BBQ,Unlicensed,1635.74,65.0,0.0,0,13.79,3.0,,1.0,112.22,Summer,1.0,0.02,1
VSF-00215,Hyderabad,Residential,33.0,12.44,Fast Food,Unlicensed,1200.01,56.0,6851.19,1,11.4,9.0,41.93,1.0,79.57,Post-Monsoon,0.0,0.02,0
VSF-00216,Mumbai,Industrial,23.0,5.77,Chinese,Unlicensed,501.67,10.0,2778.54,1,7.9,7.0,,1.0,246.48,Post-Monsoon,0.0,0.28,0
VSF-00217,Jaipur,Commercial,20.0,3.8,North Indian,Expired,1582.28,81.0,2992.94,0,11.25,,,0.0,45.86,Post-Monsoon,1.0,0.18,1
VSF-00218,Mumbai,Industrial,31.0,10.51,North Indian,Licensed,935.59,30.0,0.0,0,13.35,2.0,,0.0,235.15,Summer,0.0,0.29,1
VSF-00219,Mumbai,Transit Hub,41.0,20.39,Chaat,Licensed,940.97,54.0,2952.89,0,10.13,9.0,85.32,1.0,242.89,Summer,1.0,0.16,0
VSF-00220,Delhi,Transit Hub,20.0,3.08,Chinese,Unlicensed,1654.05,89.0,2796.26,5,12.58,18.0,79.68,0.0,185.13,Monsoon,0.0,0.12,1
VSF-00221,Kochi,Tourist Spot,48.0,,South Indian,Expired,4770.2,,7097.16,0,12.91,7.0,,0.0,285.34,Summer,0.0,0.12,1
VSF-00222,Hyderabad,Tourist Spot,41.0,15.27,Desserts & Sweets,Unlicensed,1799.07,95.0,3239.0,0,11.19,4.0,,0.0,47.73,Winter,0.0,0.19,1
VSF-00223,Delhi,Commercial,23.0,6.57,Rolls & Wraps,Expired,819.83,49.0,5627.89,0,7.98,16.0,40.0,0.0,114.6,Summer,0.0,0.12,0
VSF-00224,Lucknow,Transit Hub,23.0,1.8,Chaat,Licensed,5151.53,263.0,4191.8,0,7.46,15.0,81.56,1.0,26.33,Post-Monsoon,1.0,,1
VSF-00225,Bengaluru,Residential,25.0,2.05,Chaat,Licensed,1560.78,92.0,5460.0,0,6.91,0.0,62.31,1.0,77.6,Winter,0.0,,0
VSF-00226,Delhi,Industrial,20.0,0.96,Grilled & BBQ,Licensed,1572.21,94.0,5185.01,1,6.95,3.0,,0.0,86.34,Winter,1.0,0.09,0
VSF-00227,Bengaluru,Industrial,25.0,0.91,Rolls & Wraps,Expired,880.04,,,0,10.25,7.0,81.98,1.0,70.63,Winter,1.0,0.05,0
VSF-00228,Lucknow,Transit Hub,26.0,9.26,Seafood,Licensed,1368.65,86.0,4276.23,0,11.19,12.0,70.0,0.0,125.84,Monsoon,0.0,0.09,0
VSF-00229,Pune,Residential,33.0,11.01,Rolls & Wraps,Licensed,2610.43,121.0,2598.95,0,11.82,2.0,80.0,0.0,121.82,Monsoon,0.0,0.26,0
VSF-00230,Pune,Industrial,50.0,26.17,Fast Food,Licensed,1512.02,79.0,2119.03,1,7.72,3.0,,1.0,80.99,Winter,0.0,0.08,0
VSF-00231,Hyderabad,Residential,48.0,,North Indian,Licensed,2896.73,163.0,0.0,2,11.77,5.0,,0.0,31.41,Winter,0.0,0.18,0
VSF-00232,Bengaluru,Tourist Spot,36.0,6.95,Fast Food,Licensed,1905.35,75.0,0.0,1,6.0,9.0,22.42,0.0,168.78,Monsoon,0.0,0.03,1
VSF-00233,Mumbai,Transit Hub,44.0,18.99,Desserts & Sweets,,2860.3,142.0,4256.65,0,13.75,18.0,23.92,0.0,238.27,Winter,0.0,0.2,0
VSF-00234,Kochi,Commercial,29.0,2.19,North Indian,Licensed,,14.0,1274.42,0,7.87,17.0,77.83,1.0,292.22,Summer,0.0,,0
VSF-00235,Mumbai,Industrial,54.0,5.46,Rolls & Wraps,Licensed,332.27,21.0,7346.47,0,6.01,1.0,21.83,0.0,244.4,Summer,0.0,,0
VSF-00236,Delhi,Tourist Spot,50.0,27.09,Chinese,Licensed,,64.0,1577.33,0,12.08,9.0,51.68,0.0,99.03,Summer,0.0,0.25,0
VSF-00237,Jaipur,Residential,54.0,21.1,Grilled & BBQ,Licensed,561.85,29.0,7950.71,1,12.47,1.0,84.52,1.0,32.21,Winter,1.0,0.15,1
VSF-00238,Pune,Tourist Spot,24.0,3.74,Chaat,Expired,360.0,10.0,2094.54,0,13.01,5.0,,0.0,72.45,Post-Monsoon,1.0,0.15,0
VSF-00239,Hyderabad,University Area,53.0,29.05,Grilled & BBQ,Licensed,1560.64,60.0,3594.56,0,7.15,7.0,,0.0,66.52,Post-Monsoon,1.0,0.15,0
VSF-00240,Bengaluru,Industrial,45.0,,Beverages,Licensed,,16.0,4055.72,0,7.55,8.0,,0.0,176.53,Monsoon,0.0,0.09,0
VSF-00241,Delhi,Transit Hub,39.0,6.58,Fast Food,Unlicensed,2074.67,80.0,2542.12,0,12.54,7.0,90.0,0.0,111.7,Winter,0.0,0.23,0
VSF-00242,Mumbai,Transit Hub,48.0,15.92,Grilled & BBQ,Expired,2595.76,141.0,2104.77,2,,17.0,41.57,0.0,236.81,Summer,0.0,0.13,1
VSF-00243,Mumbai,Residential,30.0,9.79,Fast Food,Licensed,916.92,26.0,5561.79,0,7.4,3.0,66.64,0.0,234.41,Winter,0.0,0.05,0
VSF-00244,Delhi,University Area,48.0,27.48,South Indian,Unlicensed,4871.79,230.0,6763.13,0,12.62,7.0,40.0,0.0,107.93,Summer,0.0,0.12,1
VSF-00245,Jaipur,Commercial,55.0,14.17,Grilled & BBQ,Pending Renewal,1649.86,103.0,5129.99,1,7.86,5.0,,0.0,5.0,Winter,0.0,0.25,0
VSF-00246,Bengaluru,Tourist Spot,31.0,7.92,South Indian,Pending Renewal,2044.39,102.0,3287.32,0,6.93,9.0,,0.0,114.14,Post-Monsoon,0.0,0.28,0
VSF-00247,Hyderabad,Residential,31.0,11.64,North Indian,,4086.31,169.0,3922.81,0,7.0,7.0,20.0,0.0,150.32,Monsoon,0.0,0.07,1
VSF-00248,Hyderabad,Tourist Spot,47.0,19.63,Grilled & BBQ,Licensed,5458.7,2.0,0.0,0,7.83,2.0,46.24,1.0,50.51,Summer,0.0,0.16,1
VSF-00249,Pune,Industrial,44.0,19.28,South Indian,Expired,1418.68,87.0,,0,12.04,3.0,93.66,0.0,72.04,Post-Monsoon,0.0,,1
VSF-00250,Pune,Tourist Spot,36.0,19.18,Chaat,Licensed,1287.83,87.0,2623.09,0,10.28,4.0,,0.0,91.3,Summer,1.0,0.02,1
VSF-00251,Mumbai,Industrial,38.0,0.85,Beverages,Licensed,1294.91,63.0,3129.11,0,11.93,,77.27,0.0,322.2,Monsoon,0.0,0.16,1
VSF-00252,Delhi,Transit Hub,48.0,9.39,Grilled & BBQ,Expired,,115.0,3269.92,0,12.05,19.0,43.16,1.0,91.97,Summer,0.0,0.08,0
VSF-00253,Pune,University Area,33.0,4.04,Fast Food,Licensed,2600.16,122.0,6795.32,0,,1.0,30.05,0.0,65.87,Winter,0.0,0.06,0
VSF-00254,Mumbai,Tourist Spot,53.0,25.54,Chaat,Licensed,2845.33,115.0,7370.61,1,12.43,7.0,,0.0,330.37,Monsoon,1.0,0.07,1
VSF-00255,Mumbai,Commercial,42.0,22.11,Chaat,,1340.18,63.0,0.0,1,7.51,8.0,84.77,0.0,220.35,Winter,1.0,0.17,1
VSF-00256,Delhi,Tourist Spot,34.0,8.38,Fast Food,Pending Renewal,1938.32,117.0,5684.62,1,6.53,0.0,44.66,0.0,100.5,Post-Monsoon,0.0,0.23,1
VSF-00257,Pune,University Area,42.0,2.96,South Indian,Licensed,1243.82,63.0,6935.46,0,11.61,8.0,63.47,0.0,81.38,Summer,1.0,,0
VSF-00258,Bengaluru,Tourist Spot,26.0,0.89,Seafood,Licensed,,74.0,6097.17,0,6.63,5.0,51.28,0.0,97.85,Summer,1.0,0.25,0
VSF-00259,Lucknow,University Area,35.0,9.09,Fast Food,Expired,1895.31,68.0,5972.82,0,7.87,6.0,79.6,0.0,30.53,Summer,0.0,0.08,0
VSF-00260,Delhi,Tourist Spot,47.0,4.18,North Indian,Expired,1478.85,94.0,6579.91,0,7.25,7.0,93.95,1.0,163.03,Monsoon,1.0,0.27,0
VSF-00261,Jaipur,Residential,48.0,28.19,Seafood,Expired,2942.82,148.0,3746.22,0,11.99,9.0,68.06,0.0,22.6,Winter,0.0,0.19,0
VSF-00262,Mumbai,Transit Hub,36.0,4.4,Chinese,Expired,1125.27,49.0,7940.81,0,7.97,19.0,61.59,0.0,303.28,Monsoon,1.0,0.18,0
VSF-00263,Lucknow,Commercial,52.0,12.37,Rolls & Wraps,Unlicensed,2499.28,161.0,3698.8,2,7.47,14.0,,1.0,25.82,Winter,0.0,0.02,1
VSF-00264,Bengaluru,Industrial,33.0,1.2,Chinese,Pending Renewal,651.73,19.0,2086.37,1,12.27,4.0,,0.0,172.44,Monsoon,0.0,0.03,0
VSF-00265,Lucknow,Industrial,33.0,8.21,North Indian,Unlicensed,3236.61,195.0,7105.16,2,10.39,3.0,39.4,0.0,80.65,Monsoon,0.0,0.06,0
VSF-00266,Pune,Residential,46.0,18.68,Rolls & Wraps,Expired,938.42,56.0,6313.65,0,11.55,4.0,33.06,0.0,66.54,Winter,1.0,0.03,0
VSF-00267,Jaipur,University Area,41.0,17.33,Chinese,Licensed,,,2566.19,1,7.27,9.0,,1.0,34.72,Post-Monsoon,0.0,0.2,0
VSF-00268,Pune,Residential,26.0,6.01,Fast Food,Unlicensed,1462.71,69.0,2916.82,0,6.33,5.0,,0.0,62.95,Post-Monsoon,0.0,,0
VSF-00269,Hyderabad,Commercial,32.0,12.55,Seafood,Licensed,1273.61,60.0,2694.1,0,10.66,10.0,35.0,0.0,68.74,Winter,0.0,0.05,1
VSF-00270,Delhi,Commercial,50.0,20.02,Chaat,Unlicensed,384.77,,2290.3,3,13.92,7.0,,0.0,146.14,Monsoon,0.0,0.24,0
VSF-00271,Hyderabad,Industrial,21.0,2.59,North Indian,Expired,1134.13,62.0,0.0,0,10.25,1.0,65.0,0.0,51.04,Post-Monsoon,0.0,0.15,0
VSF-00272,Mumbai,Industrial,54.0,1.12,Fast Food,Licensed,524.43,31.0,3205.78,0,6.07,9.0,27.35,0.0,321.31,Monsoon,1.0,,0
VSF-00273,Bengaluru,Transit Hub,34.0,2.29,Rolls & Wraps,Licensed,2653.05,145.0,4742.81,0,7.89,10.0,,0.0,89.22,Post-Monsoon,0.0,0.05,0
VSF-00274,Mumbai,Residential,24.0,0.67,Grilled & BBQ,Unlicensed,,51.0,6993.78,1,12.89,6.0,40.91,1.0,245.46,Summer,0.0,0.18,0
VSF-00275,Mumbai,Transit Hub,54.0,15.28,Grilled & BBQ,Licensed,2859.66,,2868.78,0,6.45,9.0,48.0,1.0,247.09,Winter,0.0,0.02,1
VSF-00276,Bengaluru,Residential,49.0,,South Indian,Licensed,1441.35,80.0,0.0,0,7.32,1.0,35.52,0.0,78.19,Winter,0.0,0.22,0
VSF-00277,Delhi,Industrial,25.0,2.81,Seafood,Pending Renewal,528.98,32.0,2140.39,0,7.5,4.0,65.35,0.0,88.13,Winter,0.0,0.16,0
VSF-00278,Hyderabad,Tourist Spot,31.0,1.66,Fast Food,Unlicensed,1531.37,81.0,2099.05,1,6.35,7.0,54.86,,56.41,Summer,0.0,0.27,1
VSF-00279,Jaipur,Residential,51.0,15.66,South Indian,Expired,894.57,38.0,4158.03,0,6.61,6.0,93.98,0.0,59.61,Monsoon,0.0,0.23,1
VSF-00280,Hyderabad,Commercial,35.0,0.72,South Indian,Unlicensed,1901.46,87.0,6468.2,0,12.72,16.0,83.6,0.0,117.9,Monsoon,0.0,0.25,0
VSF-00281,Pune,Industrial,33.0,1.07,Seafood,Licensed,,13.0,0.0,0,12.22,0.0,62.2,0.0,63.02,Winter,0.0,0.1,0
VSF-00282,Mumbai,Tourist Spot,31.0,13.8,Seafood,Expired,,4.0,0.0,1,7.88,5.0,47.53,0.0,264.8,Summer,,0.19,0
VSF-00283,Delhi,Residential,49.0,2.94,South Indian,Licensed,781.31,,7482.36,0,7.59,7.0,,1.0,122.06,Summer,0.0,0.24,0
VSF-00284,Jaipur,Commercial,26.0,5.11,Grilled & BBQ,Licensed,4373.01,231.0,2384.0,0,11.29,11.0,44.38,1.0,48.4,Post-Monsoon,0.0,0.14,1
VSF-00285,Delhi,University Area,30.0,8.57,North Indian,Unlicensed,1423.46,67.0,0.0,3,7.47,8.0,,0.0,106.84,Winter,1.0,0.26,0
VSF-00286,Hyderabad,Transit Hub,27.0,0.77,Fast Food,Pending Renewal,2555.16,126.0,4022.89,1,11.27,13.0,29.11,0.0,66.15,Summer,0.0,0.23,0
VSF-00287,Mumbai,Commercial,21.0,3.01,Rolls & Wraps,Unlicensed,1014.07,75.0,1962.2,0,13.31,5.0,39.91,0.0,333.59,Monsoon,1.0,0.21,0
VSF-00288,Mumbai,Residential,25.0,8.64,North Indian,Licensed,1798.76,98.0,6896.84,1,13.97,7.0,55.0,0.0,330.24,Monsoon,0.0,0.1,1
VSF-00289,Bengaluru,Industrial,43.0,11.55,Chinese,Expired,1250.25,81.0,7391.43,0,6.69,7.0,60.0,0.0,166.39,Monsoon,0.0,0.15,0
VSF-00290,Bengaluru,Industrial,37.0,11.16,Chaat,Licensed,1234.53,66.0,4553.13,0,6.64,4.0,74.22,1.0,100.17,Summer,1.0,0.04,0
VSF-00291,Delhi,Tourist Spot,48.0,20.33,South Indian,Licensed,512.3,27.0,4980.46,1,7.66,6.0,36.05,0.0,155.59,Monsoon,0.0,0.04,0
VSF-00292,Delhi,Commercial,55.0,15.68,Rolls & Wraps,Licensed,1348.6,59.0,5977.04,0,7.17,5.0,47.03,0.0,90.75,Winter,0.0,0.22,1
VSF-00293,Hyderabad,University Area,41.0,18.59,Chinese,Licensed,16163.54,1.0,7830.18,0,10.21,7.0,52.03,0.0,47.63,Summer,0.0,0.29,1
VSF-00294,Mumbai,Residential,38.0,17.41,Rolls & Wraps,Pending Renewal,958.58,24.0,6772.56,4,10.91,7.0,56.57,0.0,245.9,Winter,0.0,0.19,0
VSF-00295,Delhi,University Area,35.0,7.25,Fast Food,Licensed,2066.77,88.0,6527.33,0,12.63,5.0,85.0,0.0,102.38,Summer,0.0,0.15,0
VSF-00296,Hyderabad,Transit Hub,53.0,24.62,North Indian,Licensed,1655.14,98.0,2193.51,0,6.31,8.0,34.06,0.0,99.93,Monsoon,0.0,0.26,0
VSF-00297,Jaipur,Residential,,5.04,Grilled & BBQ,Licensed,,,6811.78,3,11.84,5.0,21.52,0.0,56.49,Monsoon,0.0,0.21,0
VSF-00298,Delhi,Transit Hub,46.0,22.17,Grilled & BBQ,Pending Renewal,1640.65,90.0,0.0,0,7.22,19.0,76.04,0.0,132.54,Monsoon,0.0,0.24,0
VSF-00299,Bengaluru,Commercial,25.0,6.5,Rolls & Wraps,Expired,1684.78,87.0,1110.52,0,11.59,17.0,52.09,0.0,98.68,Summer,0.0,0.03,1
VSF-00300,Bengaluru,Transit Hub,46.0,15.54,North Indian,Licensed,19759.58,400.0,7980.04,0,,10.0,67.25,0.0,84.0,Post-Monsoon,0.0,0.2,1
VSF-00301,Delhi,Transit Hub,49.0,18.96,Fast Food,Unlicensed,2069.29,88.0,7631.69,0,,15.0,85.34,1.0,125.63,Summer,0.0,0.18,0
VSF-00302,Bengaluru,Commercial,41.0,5.6,Beverages,Licensed,2496.27,131.0,6305.25,0,6.97,13.0,35.0,1.0,73.52,Winter,0.0,0.1,0
VSF-00303,Bengaluru,Industrial,46.0,0.6,Fast Food,Licensed,409.75,16.0,6189.67,0,12.27,7.0,,0.0,77.68,Winter,1.0,,1
VSF-00304,Lucknow,University Area,,21.96,Seafood,Licensed,1117.06,46.0,1476.15,1,7.5,1.0,95.0,0.0,48.14,Post-Monsoon,0.0,0.29,1
VSF-00305,Mumbai,Residential,42.0,9.79,Desserts & Sweets,Licensed,997.22,40.0,4591.82,0,13.51,6.0,,0.0,247.06,Post-Monsoon,0.0,0.2,1
VSF-00306,Delhi,Transit Hub,26.0,1.62,North Indian,Unlicensed,4615.1,226.0,841.79,0,13.18,14.0,43.41,0.0,108.05,Winter,0.0,,0
VSF-00307,Jaipur,Commercial,41.0,21.01,Seafood,Unlicensed,760.48,40.0,6391.45,0,6.51,9.0,63.3,0.0,43.88,Post-Monsoon,0.0,,1
VSF-00308,Mumbai,Transit Hub,35.0,11.14,Beverages,Pending Renewal,1393.97,62.0,1499.59,0,12.7,19.0,,0.0,264.29,Summer,0.0,0.09,1
VSF-00309,Jaipur,Residential,37.0,11.26,Seafood,Unlicensed,1738.35,100.0,7726.36,0,7.11,5.0,58.52,0.0,24.38,Post-Monsoon,0.0,0.06,0
VSF-00310,Hyderabad,University Area,23.0,3.18,Desserts & Sweets,Expired,1458.66,67.0,2628.17,1,10.24,1.0,54.88,0.0,23.51,Winter,0.0,0.25,0
VSF-00311,Mumbai,Residential,55.0,18.86,Grilled & BBQ,Licensed,3180.55,141.0,7997.65,0,10.89,8.0,84.41,0.0,329.68,Monsoon,0.0,0.27,0
VSF-00312,Mumbai,Residential,55.0,17.3,Fast Food,Unlicensed,914.75,21.0,0.0,0,7.6,2.0,83.69,1.0,260.2,Post-Monsoon,0.0,0.27,0
VSF-00313,Delhi,Tourist Spot,34.0,15.56,Seafood,Licensed,,48.0,4154.8,0,11.96,0.0,,0.0,93.43,Post-Monsoon,0.0,0.19,0
